Content Area,Standard Identifier,Grade Range,Min Grade,Max Grade,Subject Area,Domain,Cluster,Description
English Language Arts,L.5.5,5,5,5,"English Language Arts & Literacy in History/Social Studies, Science, and Technical Subjects (K-5)",Language,Vocabulary Acquisition and Use,"Standard:
Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.
a. Interpret figurative language, including similes and metaphors, in context.
b. Recognize and explain the meaning of common idioms, adages, and proverbs.
c. Use the relationship between particular words (e.g., synonyms, antonyms, homographs) to better understand each of the words."
English Language Arts,L.5.6,5,5,5,"English Language Arts & Literacy in History/Social Studies, Science, and Technical Subjects (K-5)",Language,Vocabulary Acquisition and Use,"Standard:
Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases, including those that signal contrast, addition, and other logical relationships (e.g., however, although, nevertheless, similarly, moreover, in addition)."
English Language Arts,RF.5.3,5,5,5,"English Language Arts & Literacy in History/Social Studies, Science, and Technical Subjects (K-5)",Reading: Foundational Skills,Phonics and Word Recognition,"Standard:
Know and apply grade-level phonics and word analysis skills in decoding words.
a. Use combined knowledge of all letter sound correspondences, syllabication patterns, and morphology (e.g., roots and affixes) to read accurately unfamiliar multisyllabic words in context and out of context."
English Language Arts,RF.5.4,5,5,5,"English Language Arts & Literacy in History/Social Studies, Science, and Technical Subjects (K-5)",Reading: Foundational Skills,Fluency,"Standard:
Read with sufficient accuracy and fluency to support comprehension.
a. Read on-level text with purpose and understanding.
b. Read on-level prose and poetry orally with accuracy, appropriate rate, and expression on successive readings.
c. Use context to confirm or self-correct word recognition and understanding, rereading as necessary."
English Language Arts,RI.5.1,5,5,5,"English Language Arts & Literacy in History/Social Studies, Science, and Technical Subjects (K-5)",Reading: Informational Text,Key Ideas and Details,"Standard:
Quote accurately from a text when explaining what the text says explicitly and when drawing inferences from the text."
English Language Arts,RI.5.10,5,5,5,"English Language Arts & Literacy in History/Social Studies, Science, and Technical Subjects (K-5)",Reading: Informational Text,Range of Reading and Level of Text Complexity,"Standard:
By the end of the year, read and comprehend informational texts, including history/social studies, science, and technical texts, at the high end of the grades 4-5 text complexity band independently and proficiently."
English Language Arts,RI.5.2,5,5,5,"English Language Arts & Literacy in History/Social Studies, Science, and Technical Subjects (K-5)",Reading: Informational Text,Key Ideas and Details,"Standard:
Determine two or more main ideas of a text and explain how they are supported by key details; summarize the text."
English Language Arts,RI.5.3,5,5,5,"English Language Arts & Literacy in History/Social Studies, Science, and Technical Subjects (K-5)",Reading: Informational Text,Key Ideas and Details,"Standard:
Explain the relationships or interactions between two or more individuals, events, ideas, or concepts in a historical, scientific, or technical text based on specific information in the text."
English Language Arts,RI.5.4,5,5,5,"English Language Arts & Literacy in History/Social Studies, Science, and Technical Subjects (K-5)",Reading: Informational Text,Craft and Structure,"Standard:
Determine the meaning of general academic and domain-specific words and phrases in a text relevant to a grade 5 topic or subject area. (See grade 5 Language standards 4-6 for additional expectations.) CA"
English Language Arts,RI.5.5,5,5,5,"English Language Arts & Literacy in History/Social Studies, Science, and Technical Subjects (K-5)",Reading: Informational Text,Craft and Structure,"Standard:
Compare and contrast the overall structure (e.g., chronology, comparison, cause/effect, problem/solution) of events, ideas, concepts, or information in two or more texts."
English Language Arts,RI.5.6,5,5,5,"English Language Arts & Literacy in History/Social Studies, Science, and Technical Subjects (K-5)",Reading: Informational Text,Craft and Structure,"Standard:
Analyze multiple accounts of the same event or topic, noting important similarities and differences in the point of view they represent."
English Language Arts,RI.5.7,5,5,5,"English Language Arts & Literacy in History/Social Studies, Science, and Technical Subjects (K-5)",Reading: Informational Text,Integration of Knowledge and Ideas,"Standard:
Draw on information from multiple print or digital sources, demonstrating the ability to locate an answer to a question quickly or to solve a problem efficiently."
English Language Arts,RI.5.8,5,5,5,"English Language Arts & Literacy in History/Social Studies, Science, and Technical Subjects (K-5)",Reading: Informational Text,Integration of Knowledge and Ideas,"Standard:
Explain how an author uses reasons and evidence to support particular points in a text, identifying which reasons and evidence support which point(s)."
English Language Arts,RI.5.9,5,5,5,"English Language Arts & Literacy in History/Social Studies, Science, and Technical Subjects (K-5)",Reading: Informational Text,Integration of Knowledge and Ideas,"Standard:
Integrate information from several texts on the same topic in order to write or speak about the subject knowledgeably."
English Language Arts,RL.5.1,5,5,5,"English Language Arts & Literacy in History/Social Studies, Science, and Technical Subjects (K-5)",Reading: Literature,Key Ideas and Details,"Standard:
Quote accurately from a text when explaining what the text says explicitly and when drawing inferences from the text."
English Language Arts,RL.5.10,5,5,5,"English Language Arts & Literacy in History/Social Studies, Science, and Technical Subjects (K-5)",Reading: Literature,Range of Reading and Level of Text Complexity,"Standard:
By the end of the year, read and comprehend literature, including stories, dramas, and poetry, at the high end of the grades 4-5 text complexity band independently and proficiently."
English Language Arts,RL.5.2,5,5,5,"English Language Arts & Literacy in History/Social Studies, Science, and Technical Subjects (K-5)",Reading: Literature,Key Ideas and Details,"Standard:
Determine a theme of a story, drama, or poem from details in the text, including how characters in a story or drama respond to challenges or how the speaker in a poem reflects upon a topic; summarize the text."
English Language Arts,RL.5.3,5,5,5,"English Language Arts & Literacy in History/Social Studies, Science, and Technical Subjects (K-5)",Reading: Literature,Key Ideas and Details,"Standard:
Compare and contrast two or more characters, settings, or events in a story or drama, drawing on specific details in the text (e.g., how characters interact)."
