Content Area,Standard Identifier,Grade Range,Min Grade,Max Grade,Content Area,Overarching Content Standard,Description
Health Education,"9-12.5.4.G ",Grades 9-12	,9,12,"Growth, Development, and Sexual Health",5: Decision Making,"Standard:
Evaluate the risks and consequences associated with sexual activities, including HIV, other STDs, and pregnancy.[15]

Footnote:
[15] EC sections 51933(b)(9), (b)(10), 51934(b)(1), (b)(2), (b)(3)."
Health Education,"9-12.5.4.P ",Grades 9-12	,9,12,Personal and Community Health,5: Decision Making,"Standard:
Analyze how using alcohol, tobacco, and other drugs influences health and other behaviors."
Health Education,"9-12.5.4.S ",Grades 9-12	,9,12,"Injury, Prevention, and Safety",5: Decision Making,"Standard:
Analyze the consequences of violence for self, family, and the community."
Health Education,"9-12.5.5.G ",Grades 9-12	,9,12,"Growth, Development, and Sexual Health",5: Decision Making,"Standard:
Use a decision-making process to analyze the benefits of respecting individual differences in growth and development, physical appearance, gender roles, and sexual orientation.[16]

Footnote:
[16] EC Section 51930(b)(2)."
Health Education,"9-12.5.5.P ",Grades 9-12	,9,12,Personal and Community Health,5: Decision Making,"Standard:
Analyze the possible consequences of risky hygienic and health behaviors and fads (e.g., tattooing, body piercing, sun exposure, and sound volume)."
Health Education,"9-12.5.6.G ",Grades 9-12	,9,12,"Growth, Development, and Sexual Health",5: Decision Making,"Standard:
Use a decision-making process to evaluate the social, emotional, physical, and economic effects of teen pregnancy on the child, the teen parent, the family, and society.[17]

Footnote:
[17] EC Sections 51933(b)(11), 51934 (b)(6)."
Health Education,"9-12.5.7.G ",Grades 9-12	,9,12,"Growth, Development, and Sexual Health",5: Decision Making,"Standard:
Use a decision-making process to evaluate the use of FDA-approved condoms and other contraceptives for pregnancy and STD prevention."
Health Education,"9-12.6.1.A ",Grades 9-12	,9,12,"Alcohol, Tobacco, and Other Drugs",6: Goal Setting,"Standard:
Predict how a drug-free lifestyle will support the achievement of short- and long-term goals."
Health Education,"9-12.6.1.G ",Grades 9-12	,9,12,"Growth, Development, and Sexual Health",6: Goal Setting,"Standard:
Evaluate how HIV, AIDS, other STDs, or pregnancy could impact life goals.[18]

Footnote:
[18] EC Section 51933(b)(11)."
Health Education,"9-12.6.1.M ",Grades 9-12	,9,12,"Mental, Emotional, and Social Health",6: Goal Setting,"Standard:
Evaluate how preventing and managing stress and getting help for mental and social problems can help a person achieve short- and long-term goals."
Health Education,"9-12.6.1.N ",Grades 9-12	,9,12,Nutrition and Physical Activity,6: Goal Setting,"Standard:
Assess one's personal nutrition needs and physical activity level."
Health Education,"9-12.6.1.P ",Grades 9-12	,9,12,Personal and Community Health,6: Goal Setting,"Standard:
Develop a plan of preventive health management."
Health Education,"9-12.6.1.S ",Grades 9-12	,9,12,"Injury, Prevention, and Safety",6: Goal Setting,"Standard:
Develop a plan to prevent injuries during emergencies and natural disasters."
Health Education,"9-12.6.2.G ",Grades 9-12	,9,12,"Growth, Development, and Sexual Health",6: Goal Setting,"Standard:
Identify short- and long-term goals related to abstinence and maintaining reproductive and sexual health, including the use of FDA-approved condoms and other contraceptives for pregnancy and STD prevention.[19]

Footnote:
[19] EC Sections 51933(b)(8), (b)(10), 51934(b)(3)."
Health Education,"9-12.6.2.M ",Grades 9-12	,9,12,"Mental, Emotional, and Social Health",6: Goal Setting,"Standard:
Set a goal to reduce life stressors in a health-enhancing way."
Health Education,"9-12.6.2.N ",Grades 9-12	,9,12,Nutrition and Physical Activity,6: Goal Setting,"Standard:
Develop practical solutions for removing barriers to healthy eating and physical activity."
Health Education,"9-12.6.2.P ",Grades 9-12	,9,12,Personal and Community Health,6: Goal Setting,"Standard:
Develop a plan of preventive dental health management."
Health Education,"9-12.6.3.N ",Grades 9-12	,9,12,Nutrition and Physical Activity,6: Goal Setting,"Standard:
Create a personal nutrition and physical activity plan based on current guidelines."
Health Education,"9-12.7.1.A ",Grades 9-12	,9,12,"Alcohol, Tobacco, and Other Drugs",7: Practicing Health-Enhancing Behaviors,"Standard:
Use effective coping strategies when faced with various social situations involving the use of alcohol, tobacco, and other drugs."
Health Education,"9-12.7.1.G ",Grades 9-12	,9,12,"Growth, Development, and Sexual Health",7: Practicing Health-Enhancing Behaviors,"Standard:
Describe personal actions that can protect sexual and reproductive health (including one's ability to deliver a healthy baby in adulthood)."
Health Education,9-12.7.1.M,Grades 9-12	,9,12,"Mental, Emotional, and Social Health",7: Practicing Health-Enhancing Behaviors,"Standard:
Assess personal patterns of response to stress and use of resources."
Health Education,9-12.7.1.N,Grades 9-12	,9,12,Nutrition and Physical Activity,7: Practicing Health-Enhancing Behaviors,"Standard:
Select healthy foods and beverages in a variety of settings."
Health Education,"9-12.7.1.P ",Grades 9-12	,9,12,Personal and Community Health,7: Practicing Health-Enhancing Behaviors,"Standard:
Analyze environmental barriers to adopting positive personal health practices and strategies for overcoming the barriers."
Health Education,"9-12.7.1.S ",Grades 9-12	,9,12,"Injury, Prevention, and Safety",7: Practicing Health-Enhancing Behaviors,"Standard:
Practice injury prevention during athletic, social, and motor vehicle-related activities."
Health Education,"9-12.7.2.M ",Grades 9-12	,9,12,"Mental, Emotional, and Social Health",7: Practicing Health-Enhancing Behaviors,"Standard:
Practice effective coping mechanisms and strategies for managing stress."
Health Education,9-12.7.2.N,Grades 9-12	,9,12,Nutrition and Physical Activity,7: Practicing Health-Enhancing Behaviors,"Standard:
Critique one's personal diet for overall balance of key nutrients."
Health Education,"9-12.7.2.P ",Grades 9-12	,9,12,Personal and Community Health,7: Practicing Health-Enhancing Behaviors,"Standard:
Execute a plan for maintaining good personal hygiene (including oral hygiene) and getting adequate rest and sleep."
Health Education,"9-12.7.2.S ",Grades 9-12	,9,12,"Injury, Prevention, and Safety",7: Practicing Health-Enhancing Behaviors,"Standard:
Demonstrate conflict resolution skills to avoid potentially violent situations."
Health Education,"9-12.7.3.M ",Grades 9-12	,9,12,"Mental, Emotional, and Social Health",7: Practicing Health-Enhancing Behaviors,"Standard:
Discuss suicide-prevention strategies."
Health Education,"9-12.7.3.N ",Grades 9-12	,9,12,Nutrition and Physical Activity,7: Practicing Health-Enhancing Behaviors,"Standard:
Identify strategies for eating more fruits and vegetables."
Health Education,9-12.7.3.P,Grades 9-12	,9,12,Personal and Community Health,7: Practicing Health-Enhancing Behaviors,"Standard:
Demonstrate the proper steps for protecting oneself against the harmful effects of the sun."
Health Education,"9-12.7.3.S ",Grades 9-12	,9,12,"Injury, Prevention, and Safety",7: Practicing Health-Enhancing Behaviors,"Standard:
Demonstrate first aid and CPR procedures."
Health Education,"9-12.7.4.M ",Grades 9-12	,9,12,"Mental, Emotional, and Social Health",7: Practicing Health-Enhancing Behaviors,"Standard:
Practice respect for individual differences and diverse backgrounds."
Health Education,"9-12.7.4.N ",Grades 9-12	,9,12,Nutrition and Physical Activity,7: Practicing Health-Enhancing Behaviors,"Standard:
Describe how to take more personal responsibility for eating healthy foods."
Health Education,9-12.7.4.P,Grades 9-12	,9,12,Personal and Community Health,7: Practicing Health-Enhancing Behaviors,"Standard:
Describe the steps involved in breast or testicular self-exams."
Health Education,"9-12.7.4.S ",Grades 9-12	,9,12,"Injury, Prevention, and Safety",7: Practicing Health-Enhancing Behaviors,"Standard:
Apply strategies to avoid and report dangerous situations, including conflicts involving weapons and gangs.[22]

Footnote:
[22] See EC Section 49330 and the Glossary for the legal definition of a weapon."
Health Education,"9-12.7.5.M ",Grades 9-12	,9,12,"Mental, Emotional, and Social Health",7: Practicing Health-Enhancing Behaviors,"Standard:
Participate in clubs, organizations, and activities in the school and in the community that offer opportunities for student and family involvement."
Health Education,9-12.7.5.N,Grades 9-12	,9,12,Nutrition and Physical Activity,7: Practicing Health-Enhancing Behaviors,"Standard:
Participate in school and community activities that promote fitness and health."
Health Education,"9-12.7.5.S ",Grades 9-12	,9,12,"Injury, Prevention, and Safety",7: Practicing Health-Enhancing Behaviors,"Standard:
Assess characteristics of harmful or abusive relationships."
Health Education,"9-12.7.6.M ",Grades 9-12	,9,12,"Mental, Emotional, and Social Health",7: Practicing Health-Enhancing Behaviors,"Standard:
Practice setting personal boundaries in a variety of situations."
Health Education,"9-12.8.1.A ",Grades 9-12	,9,12,"Alcohol, Tobacco, and Other Drugs",8: Health Promotion,"Standard:
Participate in activities in the school and community that help other individuals make positive choices regarding the use of alcohol, tobacco, and other drugs."
Health Education,"9-12.8.1.G ",Grades 9-12	,9,12,"Growth, Development, and Sexual Health",8: Health Promotion,"Standard:
Encourage and support safe, respectful, and responsible relationships."
Health Education,"9-12.8.1.M ",Grades 9-12	,9,12,"Mental, Emotional, and Social Health",8: Health Promotion,"Standard:
Support the needs and rights of others regarding mental and social health."
Health Education,"9-12.8.1.N ",Grades 9-12	,9,12,Nutrition and Physical Activity,8: Health Promotion,"Standard:
Advocate enhanced nutritional options in the school and community."
Health Education,"9-12.8.1.P ",Grades 9-12	,9,12,Personal and Community Health,8: Health Promotion,"Standard:
Support personal or consumer health issues that promote community wellness."
Health Education,"9-12.8.1.S ",Grades 9-12	,9,12,"Injury, Prevention, and Safety",8: Health Promotion,"Standard:
Identify and support changes in the home, at school, and in the community that promote safety."
Health Education,9-12.8.2.A,Grades 9-12	,9,12,"Alcohol, Tobacco, and Other Drugs",8: Health Promotion,"Standard:
Present a persuasive solution to the problem of alcohol, tobacco, and other drug use among youths."
Health Education,"9-12.8.2.G ",Grades 9-12	,9,12,"Growth, Development, and Sexual Health",8: Health Promotion,"Standard:
Advocate the respect for and the dignity of persons living with HIV or AIDS.[20]

Footnote:
[20] EC Section 51934(b)(7)."
Health Education,"9-12.8.2.M ",Grades 9-12	,9,12,"Mental, Emotional, and Social Health",8: Health Promotion,"Standard:
Promote a positive and respectful environment at school and in the community."
Health Education,9-12.8.2.N,Grades 9-12	,9,12,Nutrition and Physical Activity,8: Health Promotion,"Standard:
Educate family and peers about choosing healthy foods."
Health Education,"9-12.8.2.P ",Grades 9-12	,9,12,Personal and Community Health,8: Health Promotion,"Standard:
Encourage societal and environmental conditions that benefit health."
Health Education,"9-12.8.2.S ",Grades 9-12	,9,12,"Injury, Prevention, and Safety",8: Health Promotion,"Standard:
Encourage peers to use safety equipment during physical activity."
Health Education,"9-12.8.3.G ",Grades 9-12	,9,12,"Growth, Development, and Sexual Health",8: Health Promotion,"Standard:
Support others in making positive and healthful choices about sexual behavior.[21]

Footnote:
[21] EC Sections 51933(b)(11), 51934(b)(6)."
Health Education,"9-12.8.3.M ",Grades 9-12	,9,12,"Mental, Emotional, and Social Health",8: Health Promotion,"Standard:
Object appropriately to teasing of peers and community members that is based on perceived personal characteristics and sexual orientation."
Health Education,"9-12.8.3.S ",Grades 9-12	,9,12,"Injury, Prevention, and Safety",8: Health Promotion,"Standard:
Encourage actions to promote safe driving experiences."
